,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
0,2021,8-9 (47.1%),9-8 (52.9%),5-3 (62.5%),4-4 (50.0%),5-3 (62.5%),4-4 (50.0%),3-1 (75.0%),2-2 (50.0%),2-2 (50.0%),2-2 (50.0%),11-6 (64.7%)
1,2020,7-9 (43.8%),6-10 (37.5%),5-4 (55.6%),2-7 (22.2%),3-5 (37.5%),2-6 (25.0%),3-4 (42.9%),1-6 (14.3%),0-1 (0.0%),1-0 (100.0%),11-5 (68.8%)
2,2019,10-6 (62.5%),9-7 (56.3%),9-3 (75.0%),7-5 (58.3%),6-2 (75.0%),5-3 (62.5%),6-1 (85.7%),4-3 (57.1%),0-1 (0.0%),1-0 (100.0%),9-7 (56.3%)
3,2018,8-7-1 (53.3%),8-7-1 (53.3%),7-2-1 (77.8%),6-3-1 (66.7%),5-3 (62.5%),4-3-1 (57.1%),5-2 (71.4%),4-2-1 (66.7%),0-1 (0.0%),0-1 (0.0%),6-10 (37.5%)
4,2017,13-3 (81.3%),11-5 (68.8%),10-2 (83.3%),8-4 (66.7%),7-1 (87.5%),6-2 (75.0%),5-1 (83.3%),4-2 (66.7%),1-0 (100.0%),1-0 (100.0%),7-9 (43.8%)
5,2016,8-8 (50.0%),9-7 (56.3%),6-4 (60.0%),6-4 (60.0%),5-3 (62.5%),6-2 (75.0%),4-2 (66.7%),4-2 (66.7%),1-1 (50.0%),2-0 (100.0%),7-9 (43.8%)
6,2015,11-5 (68.8%),13-3 (81.3%),8-2 (80.0%),8-2 (80.0%),6-2 (75.0%),6-2 (75.0%),6-1 (85.7%),6-1 (85.7%),0-1 (0.0%),0-1 (0.0%),6-8-2 (42.9%)
7,2014,7-9 (43.8%),10-6 (62.5%),3-1 (75.0%),2-2 (50.0%),5-3 (62.5%),5-3 (62.5%),3-1 (75.0%),2-2 (50.0%),1-2 (33.3%),2-1 (66.7%),6-10 (37.5%)
8,2013,5-10-1 (33.3%),9-7 (56.3%),2-2 (50.0%),2-2 (50.0%),4-3 (57.1%),4-3 (57.1%),1-2 (33.3%),1-2 (33.3%),3-1 (75.0%),3-1 (75.0%),12-4 (75.0%)
9,2012,10-6 (62.5%),9-7 (56.3%),3-3 (50.0%),2-4 (33.3%),7-1 (87.5%),6-2 (75.0%),3-1 (75.0%),2-2 (50.0%),4-0 (100.0%),4-0 (100.0%),7-9 (43.8%)
10,2011,3-13 (18.8%),6-8-2 (42.9%),1-5 (16.7%),1-5 (16.7%),1-7 (12.5%),2-5-1 (28.6%),1-4 (20.0%),1-4 (20.0%),0-3 (0.0%),1-1-1 (50.0%),10-6 (62.5%)
11,2010,6-10 (37.5%),5-10-1 (33.3%),5-2 (71.4%),4-3 (57.1%),4-4 (50.0%),3-5 (37.5%),4-1 (80.0%),3-2 (60.0%),0-3 (0.0%),0-3 (0.0%),7-9 (43.8%)
12,2009,12-4 (75.0%),9-6-1 (60.0%),11-3 (78.6%),8-5-1 (61.5%),8-0 (100.0%),5-2-1 (71.4%),8-0 (100.0%),5-2-1 (71.4%),0-0 (0.0%),0-0 (0.0%),8-8 (50.0%)
13,2008,10-6 (62.5%),6-10 (37.5%),7-1 (87.5%),3-5 (37.5%),6-2 (75.0%),3-5 (37.5%),6-1 (85.7%),3-4 (42.9%),0-1 (0.0%),0-1 (0.0%),9-7 (56.3%)
14,2007,8-8 (50.0%),7-7-2 (50.0%),5-2 (71.4%),4-3 (57.1%),5-3 (62.5%),4-4 (50.0%),4-1 (80.0%),3-2 (60.0%),1-2 (33.3%),1-2 (33.3%),9-7 (56.3%)
15,2006,6-10 (37.5%),7-9 (43.8%),3-3 (50.0%),2-4 (33.3%),3-5 (37.5%),3-5 (37.5%),3-2 (60.0%),2-3 (40.0%),0-3 (0.0%),1-2 (33.3%),7-8-1 (46.7%)
16,2005,9-7 (56.3%),9-7 (56.3%),6-1 (85.7%),6-1 (85.7%),6-2 (75.0%),6-2 (75.0%),5-1 (83.3%),5-1 (83.3%),1-1 (50.0%),1-1 (50.0%),5-10-1 (33.3%)
17,2004,8-8 (50.0%),7-9 (43.8%),8-5 (61.5%),5-8 (38.5%),5-3 (62.5%),3-5 (37.5%),5-3 (62.5%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),8-8 (50.0%)
18,2003,9-7 (56.3%),8-8 (50.0%),5-6 (45.5%),4-7 (36.4%),6-2 (75.0%),5-3 (62.5%),3-2 (60.0%),2-3 (40.0%),2-0 (100.0%),2-0 (100.0%),8-7-1 (53.3%)
19,2002,6-10 (37.5%),8-8 (50.0%),3-2 (60.0%),2-3 (40.0%),4-4 (50.0%),4-4 (50.0%),2-2 (50.0%),2-2 (50.0%),2-2 (50.0%),2-2 (50.0%),11-5 (68.8%)
20,2001,5-11 (31.3%),6-10 (37.5%),2-5 (28.6%),1-6 (14.3%),5-3 (62.5%),4-4 (50.0%),2-3 (40.0%),1-4 (20.0%),3-0 (100.0%),3-0 (100.0%),6-9-1 (40.0%)
21,2000,11-5 (68.8%),8-8 (50.0%),9-2 (81.8%),6-5 (54.5%),7-1 (87.5%),4-4 (50.0%),7-1 (87.5%),4-4 (50.0%),0-0 (0.0%),0-0 (0.0%),8-7-1 (53.3%)
22,1999,10-6 (62.5%),4-10-2 (28.6%),10-4 (71.4%),4-8-2 (33.3%),6-2 (75.0%),2-4-2 (33.3%),6-2 (75.0%),2-4-2 (33.3%),0-0 (0.0%),0-0 (0.0%),8-8 (50.0%)
23,1998,15-1 (93.8%),11-4-1 (73.3%),14-1 (93.3%),10-4-1 (71.4%),8-0 (100.0%),7-1 (87.5%),8-0 (100.0%),7-1 (87.5%),0-0 (0.0%),0-0 (0.0%),10-5-1 (66.7%)
24,1997,9-7 (56.3%),9-6-1 (60.0%),7-3 (70.0%),5-4-1 (55.6%),5-3 (62.5%),4-4 (50.0%),5-2 (71.4%),4-3 (57.1%),0-1 (0.0%),0-1 (0.0%),10-6 (62.5%)
25,1996,9-7 (56.3%),9-7 (56.3%),4-3 (57.1%),3-4 (42.9%),5-3 (62.5%),5-3 (62.5%),4-1 (80.0%),3-2 (60.0%),1-2 (33.3%),2-1 (66.7%),5-11 (31.3%)
26,1995,8-8 (50.0%),9-7 (56.3%),6-3 (66.7%),5-4 (55.6%),6-2 (75.0%),6-2 (75.0%),5-1 (83.3%),4-2 (66.7%),1-1 (50.0%),2-0 (100.0%),12-4 (75.0%)
27,1994,10-6 (62.5%),7-9 (43.8%),6-4 (60.0%),3-7 (30.0%),6-2 (75.0%),3-5 (37.5%),5-2 (71.4%),2-5 (28.6%),1-0 (100.0%),1-0 (100.0%),8-8 (50.0%)
28,1993,9-7 (56.3%),6-10 (37.5%),4-5 (44.4%),1-8 (11.1%),4-4 (50.0%),2-6 (25.0%),3-3 (50.0%),1-5 (16.7%),1-1 (50.0%),1-1 (50.0%),7-9 (43.8%)
29,1992,11-5 (68.8%),9-7 (56.3%),8-1 (88.9%),4-5 (44.4%),5-3 (62.5%),4-4 (50.0%),5-1 (83.3%),2-4 (33.3%),0-2 (0.0%),2-0 (100.0%),9-7 (56.3%)
30,1991,8-8 (50.0%),6-10 (37.5%),6-5 (54.5%),4-7 (36.4%),4-4 (50.0%),3-5 (37.5%),3-4 (42.9%),2-5 (28.6%),1-0 (100.0%),1-0 (100.0%),8-8 (50.0%)
31,1990,6-10 (37.5%),7-9 (43.8%),2-4 (33.3%),2-4 (33.3%),4-4 (50.0%),5-3 (62.5%),2-2 (50.0%),2-2 (50.0%),2-2 (50.0%),3-1 (75.0%),10-6 (62.5%)
32,1989,10-6 (62.5%),8-8 (50.0%),10-5 (66.7%),8-7 (53.3%),8-0 (100.0%),6-2 (75.0%),8-0 (100.0%),6-2 (75.0%),0-0 (0.0%),0-0 (0.0%),7-8-1 (46.7%)
33,1988,11-5 (68.8%),9-7 (56.3%),10-4 (71.4%),7-7 (50.0%),7-1 (87.5%),4-4 (50.0%),7-1 (87.5%),4-4 (50.0%),0-0 (0.0%),0-0 (0.0%),7-9 (43.8%)
34,1987,8-7 (53.3%),5-10 (33.3%),7-3 (70.0%),4-6 (40.0%),5-3 (62.5%),3-5 (37.5%),5-2 (71.4%),3-4 (42.9%),0-1 (0.0%),0-1 (0.0%),6-6 (50.0%)
35,1986,9-7 (56.3%),10-6 (62.5%),7-3 (70.0%),7-3 (70.0%),5-3 (62.5%),5-3 (62.5%),4-2 (66.7%),4-2 (66.7%),1-1 (50.0%),1-1 (50.0%),7-9 (43.8%)
36,1985,7-9 (43.8%),8-8 (50.0%),4-4 (50.0%),3-5 (37.5%),4-4 (50.0%),3-5 (37.5%),3-3 (50.0%),2-4 (33.3%),1-1 (50.0%),1-1 (50.0%),9-7 (56.3%)
37,1984,3-13 (18.8%),5-11 (31.3%),1-1 (50.0%),1-1 (50.0%),2-6 (25.0%),2-6 (25.0%),1-1 (50.0%),1-1 (50.0%),1-5 (16.7%),1-5 (16.7%),10-6 (62.5%)
38,1983,8-8 (50.0%),9-7 (56.3%),3-5 (37.5%),3-5 (37.5%),3-5 (37.5%),3-5 (37.5%),2-4 (33.3%),2-4 (33.3%),1-1 (50.0%),1-1 (50.0%),5-10-1 (33.3%)
39,1982,5-4 (55.6%),5-4 (55.6%),3-0 (100.0%),2-1 (66.7%),4-1 (80.0%),3-2 (60.0%),3-0 (100.0%),2-1 (66.7%),1-1 (50.0%),1-1 (50.0%),5-4 (55.6%)
40,1981,7-9 (43.8%),8-8 (50.0%),3-4 (42.9%),2-5 (28.6%),5-3 (62.5%),4-4 (50.0%),3-2 (60.0%),2-3 (40.0%),2-1 (66.7%),2-1 (66.7%),9-7 (56.3%)
41,1980,9-7 (56.3%),9-7 (56.3%),5-2 (71.4%),3-4 (42.9%),5-3 (62.5%),5-3 (62.5%),4-2 (66.7%),3-3 (50.0%),1-1 (50.0%),2-0 (100.0%),7-8-1 (46.7%)
42,1979,7-9 (43.8%),8-8 (50.0%),5-0 (100.0%),4-1 (80.0%),5-3 (62.5%),4-4 (50.0%),5-0 (100.0%),4-1 (80.0%),0-2 (0.0%),0-2 (0.0%),10-6 (62.5%)
43,1978,8-7-1 (53.3%),6-10 (37.5%),5-5-1 (50.0%),3-8 (27.3%),5-3 (62.5%),3-5 (37.5%),4-2 (66.7%),2-4 (33.3%),0-1 (0.0%),0-1 (0.0%),1-2 (33.3%)
44,1977,9-5 (64.3%),4-10 (28.6%),9-2 (81.8%),4-7 (36.4%),5-2 (71.4%),2-5 (28.6%),5-2 (71.4%),2-5 (28.6%),0-0 (0.0%),0-0 (0.0%),1-0 (100.0%)
45,1976,11-2-1 (84.6%),5-8-1 (38.5%),10-2-1 (83.3%),4-8-1 (33.3%),6-0-1 (100.0%),2-4-1 (33.3%),5-0-1 (100.0%),1-4-1 (20.0%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
46,1975,12-2 (85.7%),8-6 (57.1%),12-2 (85.7%),8-6 (57.1%),7-0 (100.0%),5-2 (71.4%),7-0 (100.0%),5-2 (71.4%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
47,1974,10-4 (71.4%),7-7 (50.0%),10-3 (76.9%),7-6 (53.8%),4-3 (57.1%),2-5 (28.6%),4-3 (57.1%),2-5 (28.6%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
48,1973,12-2 (85.7%),9-5 (64.3%),12-2 (85.7%),9-5 (64.3%),7-0 (100.0%),5-2 (71.4%),7-0 (100.0%),5-2 (71.4%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
49,1972,7-7 (50.0%),4-8-2 (33.3%),7-6 (53.8%),3-8-2 (27.3%),3-4 (42.9%),1-5-1 (16.7%),3-4 (42.9%),1-5-1 (16.7%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
50,1971,11-3 (78.6%),8-6 (57.1%),11-3 (78.6%),8-6 (57.1%),5-2 (71.4%),4-3 (57.1%),5-2 (71.4%),4-3 (57.1%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
51,1970,12-2 (85.7%),8-5-1 (61.5%),11-2 (84.6%),7-5-1 (58.3%),7-0 (100.0%),4-3 (57.1%),7-0 (100.0%),4-3 (57.1%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
52,1969,12-2 (85.7%),9-5 (64.3%),11-2 (84.6%),8-5 (61.5%),7-0 (100.0%),5-2 (71.4%),6-0 (100.0%),4-2 (66.7%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
53,1968,8-6 (57.1%),7-7 (50.0%),5-3 (62.5%),4-4 (50.0%),4-3 (57.1%),4-3 (57.1%),3-1 (75.0%),3-1 (75.0%),1-2 (33.3%),1-2 (33.3%),0-0 (0.0%)
54,1967,3-8-3 (27.3%),8-6 (57.1%),0-1 (0.0%),0-1 (0.0%),1-4-2 (20.0%),4-3 (57.1%),0-0 (0.0%),0-0 (0.0%),1-4-2 (20.0%),4-3 (57.1%),0-0 (0.0%)
55,1966,4-9-1 (30.8%),5-9 (35.7%),1-3-1 (25.0%),1-4 (20.0%),2-5 (28.6%),2-5 (28.6%),1-2 (33.3%),1-2 (33.3%),1-3 (25.0%),1-3 (25.0%),0-0 (0.0%)
56,1965,7-7 (50.0%),6-8 (42.9%),3-3 (50.0%),1-5 (16.7%),2-5 (28.6%),1-6 (14.3%),2-3 (40.0%),1-4 (20.0%),0-2 (0.0%),0-2 (0.0%),0-0 (0.0%)
57,1964,8-5-1 (61.5%),9-4-1 (69.2%),6-1 (85.7%),5-1-1 (83.3%),4-3 (57.1%),4-3 (57.1%),3-1 (75.0%),3-1 (75.0%),1-2 (33.3%),1-2 (33.3%),0-0 (0.0%)
58,1963,5-8-1 (38.5%),7-6-1 (53.8%),3-2 (60.0%),3-2 (60.0%),3-4 (42.9%),4-2-1 (66.7%),2-1 (66.7%),2-1 (66.7%),0-3 (0.0%),1-1-1 (50.0%),0-0 (0.0%)
59,1962,2-11-1 (15.4%),4-10 (28.6%),0-0-1 (0.0%),0-1 (0.0%),1-5-1 (16.7%),1-6 (14.3%),0-0-1 (0.0%),0-1 (0.0%),0-5 (0.0%),0-5 (0.0%),0-0 (0.0%)
60,1961,3-11 (21.4%),7-7 (50.0%),0-1 (0.0%),0-1 (0.0%),3-4 (42.9%),3-4 (42.9%),0-1 (0.0%),0-1 (0.0%),3-3 (50.0%),3-3 (50.0%),0-0 (0.0%)
